Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T38-9AFC ,Amoxicillin,Amoxicillin,Amoxicillin,,,30175.0,15/9/2018,
2.0,T38-6MI0 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30174.0,15/9/2018,
3.0,T38-KHWD ,Amoxicillin,Amoxicillin,Amoxicillin,,,34616.0,4/9/2018,
4.0,T38-9WQU ,Amoxicillin,Amoxicillin,Amoxicillin,,,32812.0,15/9/2018,
5.0,T38-LLE9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34622.0,4/9/2018,
6.0,T38-CYVZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,35466.0,15/8/2018,
7.0,T38-XB2K ,Amoxicillin,Amoxicillin,Amoxicillin,,,34621.0,4/9/2018,
8.0,T38-DL6T ,Amoxicillin,Amoxicillin,Amoxicillin,,,30169.0,15/9/2018,
9.0,T38-FLIP ,Amoxicillin,Amoxicillin,Amoxicillin,,,35467.0,15/8/2018,
10.0,T38-IKF9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30183.0,15/9/2018,
11.0,T38-3BN0 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32630.0,15/9/2018,
12.0,T38-NF6W ,Amoxicillin,Amoxicillin,Amoxicillin,,,32631.0,15/9/2018,
13.0,T38-WDMC ,Amoxicillin,Amoxicillin,Amoxicillin,,,34617.0,4/9/2018,
14.0,T38-L112 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35465.0,15/8/2018,
15.0,T38-HK00 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30171.0,15/9/2018,
16.0,T38-5PVQ ,Amoxicillin,Paracetamol Starch,Suspicious,B,Yes,34620.0,4/9/2018,
17.0,T38-HN5O ,Amoxicillin,Starch,Suspicious,B,Yes,32813.0,15/9/2018,
18.0,T38-U212 ,Amoxicillin,Starch,Suspicious,B,Yes,35470.0,4/9/2018,
19.0,T38-A52M ,Amoxicillin,Starch,Suspicious,B,Yes,32815.0,15/9/2018,
20.0,T38-TMXO ,Amoxicillin,Starch,Suspicious,B,Yes,30173.0,15/9/2018,
21.0,T38-NZCZ ,Amoxicillin,Lactose,Suspicious,B,,32629.0,15/9/2018,
22.0,T38-8MHK ,Amoxicillin,Lactose,Suspicious,B,,35468.0,15/8/2018,
23.0,T38-R7DP ,Amoxicillin,Vitamin C,Suspicious,B,,35469.0,15/8/2018,Looks like ascorbic acid
24.0,T38-WPWX ,Amoxicillin,Vitamin C,Suspicious,B,,30168.0,15/9/2018,
25.0,T38-8VM3 ,Amoxicillin,Vitamin C,Suspicious,B,,30170.0,15/9/2018,
26.0,T38-SD07 ,Amoxicillin,Vitamin C,Suspicious,B,,35472.0,15/8/2018,Probably ascorbic acid
27.0,T38-FKTK ,Amoxicillin,Vitamin C,Suspicious,B,,32814.0,15/9/2018,
28.0,T38-M7JH ,Amoxicillin,Vitamin C,Suspicious,B,,30182.0,15/9/2018,
29.0,T38-EGQY ,Amoxicillin,Vitamin C,Suspicious,B,,35471.0,4/9/2018,Probably ascorbic acid
30.0,T38-WLIH ,Amoxicillin,Vitamin C,Suspicious,B,,34623.0,4/9/2018,Probably ascorbic acid
31.0,T38-9T2L ,Paracetamol,Paracetamol,Paracetamol,,,32300.0,15/8/2018,
32.0,T38-M3U1 ,Paracetamol,Paracetamol,Paracetamol,,,32312.0,25/9/2018,
33.0,T38-C5IC ,Paracetamol,Paracetamol,Paracetamol,,,32296.0,15/8/2018,
34.0,T38-D084 ,Paracetamol,Paracetamol,Paracetamol,,,30177.0,15/9/2018,
35.0,T38-CQUT ,Paracetamol,Paracetamol,Paracetamol,,,35778.0,4/9/2018,
36.0,T38-3DIP ,Paracetamol,Paracetamol,Suspicious,K,,32286.0,25/9/2018,
37.0,T38-Q685 ,Paracetamol,Paracetamol,Paracetamol,,,32297.0,15/8/2018,
38.0,T38-1FZZ ,Paracetamol,Paracetamol,Paracetamol,,,32287.0,25/9/2018,
39.0,T38-60CW ,Paracetamol,Paracetamol,Paracetamol,,,32301.0,15/8/2018,
40.0,T38-YCQG ,Paracetamol,Paracetamol,Paracetamol,,,30172.0,15/9/2018,
41.0,T38-25DE ,Paracetamol,Paracetamol,Paracetamol,,,35646.0,4/9/2018,
42.0,T38-9MGL ,Paracetamol,Paracetamol,Paracetamol,,,32626.0,15/8/2018,
43.0,T38-L0FZ ,Paracetamol,Paracetamol,Paracetamol,,,35753.0,4/9/2018,
44.0,T38-W2UI ,Paracetamol,Paracetamol,Paracetamol,,,32314.0,25/9/2018,
45.0,T38-DT42 ,Paracetamol,Paracetamol,Paracetamol,,,32315.0,25/9/2018,
46.0,T38-ITZK ,Paracetamol,Paracetamol,Paracetamol,,,35605.0,4/9/2018,
47.0,T38-WDYR ,Paracetamol,Lactose,Suspicious,K,,30179.0,15/9/2018,
48.0,T38-WZRM ,Paracetamol,Lactose,Suspicious,K,,30178.0,15/9/2018,
49.0,T38-XPNN ,Paracetamol,Lactose,Suspicious,K,,35768.0,4/9/2018,
50.0,T38-0RBX ,Paracetamol,Lactose,Suspicious,K,,35604.0,4/9/2018,
51.0,T38-41IC ,Paracetamol,Paracetamol Starch,Suspicious,K,Yes,32285.0,25/9/2018,
52.0,T38-TP24 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35752.0,4/9/2018,
53.0,T38-PSD2 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,32313.0,25/9/2018,
54.0,T38-5J9X ,Paracetamol,Starch,Suspicious,K,Yes,35640.0,4/9/2018,
55.0,T38-WWZY ,Paracetamol,Vitamin C,Suspicious,K,,35647.0,4/9/2018,Probably ascorbic acid
56.0,T38-XT8C ,Paracetamol,Vitamin C,Suspicious,K,,32627.0,15/8/2018,Probably ascorbic acid
57.0,T38-OVVY ,Paracetamol,Vitamin C,Suspicious,K,,32284.0,25/9/2018,
58.0,T38-P4AJ ,Paracetamol,Vitamin C,Suspicious,K,,32685.0,15/8/2018,
59.0,T38-SY4Q ,Paracetamol,Cellulose,Suspicious,K,,32684.0,15/8/2018,
60.0,T38-5ILS ,Paracetamol,Cellulose,Paracetamol,,,35769.0,4/9/2018,
