Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T21-SYHF ,Amoxicillin,Amoxicillin,Amoxicillin,,,30342.0,20/8/2018,
2.0,T21-AL9Z ,Amoxicillin,Amoxicillin,Amoxicillin,,,35221.0,9/8/2018,
3.0,T21-7YCI ,Amoxicillin,Amoxicillin,Amoxicillin,,,33204.0,19/9/2018,
4.0,T21-QEAZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,35366.0,9/8/2018,
5.0,T21-PZ1G ,Amoxicillin,Amoxicillin,Amoxicillin,,,33189.0,19/9/2018,
6.0,T21-J6RZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,31713.0,13/8/2018,
7.0,T21-9YWD ,Amoxicillin,Amoxicillin,Amoxicillin,,,34900.0,24/8/2018,
8.0,T21-D92B ,Amoxicillin,Amoxicillin,Amoxicillin,,,33205.0,19/9/2018,
9.0,T21-AXPB ,Amoxicillin,Amoxicillin,Amoxicillin,,,31744.0,10/8/2018,
10.0,T21-MCHJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,33201.0,19/9/2018,
11.0,T21-3WXK ,Amoxicillin,Amoxicillin,Amoxicillin,,,34901.0,24/8/2018,
12.0,T21-GKAP ,Amoxicillin,Amoxicillin,Amoxicillin,,,31682.0,10/8/2018,
13.0,T21-F2ZX ,Amoxicillin,Amoxicillin,Amoxicillin,,,33190.0,19/9/2018,
14.0,T21-M83K ,Amoxicillin,Amoxicillin,Amoxicillin,,,31683.0,10/8/2018,
15.0,T21-0X2U ,Amoxicillin,Amoxicillin,Amoxicillin,,,31748.0,10/8/2018,
16.0,T21-2NQR ,Amoxicillin,Lactose,Suspicious,B,,31746.0,10/8/2018,No drug in all the lanes
17.0,T21-0GN8 ,Amoxicillin,Lactose,Suspicious,B,,35219.0,9/8/2018,All the lanes did not show the presense of amoxicillin
18.0,T21-USWO ,Amoxicillin,Lactose,Suspicious,B,,33200.0,19/9/2018,
19.0,T21-14JT ,Amoxicillin,Vitamin C,Suspicious,B,,33762.0,24/8/2018,
20.0,T21-OI32 ,Amoxicillin,Vitamin C,Suspicious,B,,35357.0,10/8/2018,Only lane K showed color
21.0,T21-P76J ,Amoxicillin,Vitamin C,Suspicious,,,31714.0,13/8/2018,No dark green in F
22.0,T21-9ACE ,Amoxicillin,Vitamin C,Suspicious,B,,33202.0,19/9/2018,
23.0,T21-LCPR ,Amoxicillin,Cellulose,Suspicious,B,,30407.0,23/8/2018,
24.0,T21-3QGF ,Amoxicillin,Cellulose,Suspicious,B,,33763.0,24/8/2018,
25.0,T21-FG2K ,Amoxicillin,Cellulose,Suspicious,B,,33188.0,19/9/2018,
26.0,T21-4R7I ,Amoxicillin,Cellulose,Suspicious,B,,30405.0,23/8/2018,
27.0,T21-OEOL ,Amoxicillin,Cellulose,Suspicious,B,,31715.0,13/8/2018,No drug in all the lanes
28.0,T21-PCRZ ,Amoxicillin,Paracetamol,Suspicious,B,,30401.0,23/8/2018,
29.0,T21-MB5F ,Amoxicillin,Paracetamol,Suspicious,B,,30403.0,23/8/2018,
30.0,T21-LE3T ,Amoxicillin,Paracetamol,Suspicious,B,,30348.0,23/8/2018,
31.0,T21-3WTU ,Paracetamol,Paracetamol,Paracetamol,,,34891.0,24/8/2018,
32.0,T21-2ERL ,Paracetamol,Paracetamol,Paracetamol,,,30410.0,19/9/2018,
33.0,T21-AB72 ,Paracetamol,Paracetamol,Paracetamol,,,35228.0,9/8/2018,
34.0,T21-4IY0 ,Paracetamol,Paracetamol,Paracetamol,,,31687.0,10/8/2018,
35.0,T21-S2OJ ,Paracetamol,Paracetamol,Paracetamol,,,35220.0,9/8/2018,
36.0,T21-NZUW ,Paracetamol,Paracetamol,Paracetamol,,,34895.0,24/8/2018,
37.0,T21-WL0F ,Paracetamol,Paracetamol,Paracetamol,,,31752.0,10/8/2018,
38.0,T21-DU9P ,Paracetamol,Paracetamol,Paracetamol,,,34129.0,19/9/2018,
39.0,T21-FD59 ,Paracetamol,Paracetamol,Paracetamol,,,31716.0,13/8/2018,
40.0,T21-VI5S ,Paracetamol,Paracetamol,Paracetamol,,,33199.0,19/9/2018,
41.0,T21-CYG3 ,Paracetamol,Paracetamol,Paracetamol,,,30351.0,23/8/2018,
42.0,T21-XIQS ,Paracetamol,Paracetamol,Suspicious,K,,35361.0,9/8/2018,Lane K did not show anything
43.0,T21-YSCK ,Paracetamol,Paracetamol,Suspicious,K,,34892.0,24/8/2018,
44.0,T21-KZSW ,Paracetamol,Paracetamol,Paracetamol,,,30346.0,20/8/2018,
45.0,T21-FS4G ,Paracetamol,Paracetamol,Paracetamol,,,33197.0,19/9/2018,
46.0,T21-9D3C ,Paracetamol,Paracetamol,Paracetamol,,,34890.0,24/8/2018,
47.0,T21-2D7Q ,Paracetamol,Paracetamol,Suspicious,K,,31753.0,10/8/2018,Lane K does not show anything
48.0,T21-02XQ ,Paracetamol,Paracetamol,Paracetamol,,,30349.0,23/8/2018,
49.0,T21-A6CA ,Paracetamol,Paracetamol,Paracetamol,,,31747.0,10/8/2018,
50.0,T21-D8CR ,Paracetamol,Paracetamol,Paracetamol,,,30337.0,20/8/2018,
51.0,T21-XIQY ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35360.0,9/8/2018,Starch is present as well
52.0,T21-48F5 ,Paracetamol,Paracetamol Starch,Suspicious,K,Yes,35364.0,9/8/2018,Starch is present and Lane K did not show anything
53.0,T21-4NO2 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34896.0,24/8/2018,
54.0,T21-DLS1 ,Paracetamol,Vitamin C,Paracetamol,,,31654.0,19/9/2018,
55.0,T21-0G8N ,Paracetamol,Vitamin C,Suspicious,K,,35813.0,24/8/2018,
56.0,T21-KBG3 ,Paracetamol,Vitamin C,Suspicious,K,,34893.0,24/8/2018,
57.0,T21-MYYM ,Paracetamol,Lactose,Suspicious,K,,30344.0,20/8/2018,
58.0,T21-V5FB ,Paracetamol,Lactose,Suspicious,K,,33198.0,19/9/2018,
59.0,T21-C0TY ,Paracetamol,Cellulose,Paracetamol,,,30400.0,23/8/2018,
60.0,T21-R3ML ,Paracetamol,Cellulose,Paracetamol,,,31653.0,19/9/2018,
61.0,T21-OGLY ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,33194.0,19/9/2018,
62.0,T21-ID2Y ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,33193.0,19/9/2018,
63.0,T21-87WD ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,31751.0,10/8/2018,
64.0,T21-UW7L ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,33775.0,23/8/2018,
65.0,T21-XAH7 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,35352.0,10/8/2018,
66.0,T21-OCSH ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Pencillin,,,30338.0,20/8/2018,
