Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T26-GU9U ,Amoxicillin,Amoxicillin,Amoxicillin,,,30503.0,30/8/2018,
2.0,T26-OGIE ,Amoxicillin,Amoxicillin,Amoxicillin,,,34344.0,15/8/2018,
3.0,T26-U0OW ,Amoxicillin,Amoxicillin,Amoxicillin,,,30497.0,30/8/2018,
4.0,T26-QH64 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30511.0,30/8/2018,
5.0,T26-8ARE ,Amoxicillin,Amoxicillin,Amoxicillin,,,35309.0,14/8/2018,
6.0,T26-RZAC ,Amoxicillin,Amoxicillin,Amoxicillin,,,34855.0,16/8/2018,
7.0,T26-4LNC ,Amoxicillin,Amoxicillin,Amoxicillin,,,30501.0,30/8/2018,
8.0,T26-GW2M ,Amoxicillin,Amoxicillin,Amoxicillin,,,30502.0,30/8/2018,
9.0,T26-4DCH ,Amoxicillin,Amoxicillin,Amoxicillin,,,30498.0,30/8/2018,
10.0,T26-8GV6 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30508.0,30/8/2018,
11.0,T26-LZ7V ,Amoxicillin,Amoxicillin,Amoxicillin,,,30489.0,30/8/2018,
12.0,T26-JRZJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,34335.0,15/8/2018,
13.0,T26-I64I ,Amoxicillin,Amoxicillin,Amoxicillin,,,34346.0,15/8/2018,
14.0,T26-OMQZ ,Amoxicillin,Amoxicillin,Suspicious,B,,35323.0,14/8/2018,
15.0,T26-SQH2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32957.0,17/8/2018,
16.0,T26-N9MG ,Amoxicillin,Paracetamol Starch,Suspicious,B,Yes,34329.0,17/8/2018,
17.0,T26-UXIB ,Amoxicillin,Lactose,Suspicious,B,,31775.0,9/9/2018,
18.0,T26-EKSW ,Amoxicillin,Starch,Suspicious,B,,30499.0,30/8/2018,
19.0,T26-YJ52 ,Amoxicillin,Starch,Suspicious,B,Yes,35308.0,14/8/2018,
20.0,T26-YUPK ,Amoxicillin,Starch,Suspicious,B,,30496.0,30/8/2018,
21.0,T26-6NZP ,Amoxicillin,Vitamin C,Suspicious,B,,32578.0,3/9/2018,
22.0,T26-8LIS ,Amoxicillin,Vitamin C,Suspicious,,,32527.0,2/9/2018,
23.0,T26-XBUE ,Amoxicillin,Vitamin C,Suspicious,B,,31774.0,9/9/2018,
24.0,T26-HBKF ,Amoxicillin,Vitamin C,Suspicious,B,,32526.0,2/9/2018,
25.0,T26-CMOZ ,Amoxicillin,Vitamin C,Suspicious,B,,30417.0,9/9/2018,
26.0,T26-6IB4 ,Amoxicillin,Vitamin C,Suspicious,B,,32580.0,2/9/2018,
27.0,T26-CAG0 ,Amoxicillin,Vitamin C,Suspicious,B,,30516.0,2/9/2018,
28.0,T26-9WS9 ,Amoxicillin,Vitamin C,Suspicious,B,,34349.0,10/8/2018,
29.0,T26-1AB0 ,Amoxicillin,Cellulose,Suspicious,B,,32525.0,3/9/2018,
30.0,T26-KW9I ,Amoxicillin,Cellulose,Suspicious,B,,30507.0,2/9/2018,
31.0,T26-ASA7 ,Paracetamol,Paracetamol,Paracetamol,,,30491.0,30/8/2018,
32.0,T26-82LX ,Paracetamol,Paracetamol,Paracetamol,,,34333.0,15/8/2018,
33.0,T26-LQPU ,Paracetamol,Paracetamol,Paracetamol,,,30506.0,1/9/2018,
34.0,T26-4NDW ,Paracetamol,Paracetamol,Paracetamol,,,30490.0,1/9/2018,
35.0,T26-J3TI ,Paracetamol,Paracetamol,Paracetamol,,,30414.0,9/9/2018,
36.0,T26-L32M ,Paracetamol,Paracetamol,Paracetamol,,,30421.0,9/9/2018,
37.0,T26-PYJG ,Paracetamol,Paracetamol,Paracetamol,,,34854.0,16/8/2018,
38.0,T26-DKVJ ,Paracetamol,Paracetamol,Paracetamol,,,30416.0,9/9/2018,
39.0,T26-JFBW ,Paracetamol,Paracetamol,Paracetamol,,,32108.0,9/9/2018,
40.0,T26-9L7B ,Paracetamol,Paracetamol,Paracetamol,,,35305.0,10/8/2018,
41.0,T26-JVZ3 ,Paracetamol,Paracetamol,Paracetamol,,,30517.0,1/9/2018,
