Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T22-QURN ,Amoxicillin,Amoxicillin,Amoxicillin,,,34269.0,8/9/2018,
2.0,T22-K00C ,Amoxicillin,Amoxicillin,Amoxicillin,,,30159.0,27/8/2018,
3.0,T22-SL6O ,Amoxicillin,Amoxicillin,Amoxicillin,,,30146.0,28/8/2018,
4.0,T22-12DK ,Amoxicillin,Amoxicillin,Amoxicillin,,,35108.0,9/8/2018,
5.0,T22-BCYJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,30144.0,29/8/2018,
6.0,T22-087M ,Amoxicillin,Amoxicillin,Amoxicillin,,,35058.0,10/8/2018,
7.0,T22-9A7U ,Amoxicillin,Amoxicillin,Amoxicillin,,,29407.0,11/8/2018,
8.0,T22-MM4W ,Amoxicillin,Amoxicillin,Suspicious,B,,35106.0,9/8/2018,
9.0,T22-0DSE ,Amoxicillin,Amoxicillin,Amoxicillin,,,30156.0,30/8/2018,
10.0,T22-7EAU ,Amoxicillin,Amoxicillin,Amoxicillin,,,30157.0,27/8/2018,
11.0,T22-ILEE ,Amoxicillin,Amoxicillin,Amoxicillin,,,30148.0,28/8/2018,
12.0,T22-3O9X ,Amoxicillin,Amoxicillin,Amoxicillin,,,30145.0,29/8/2018,
13.0,T22-Z4WZ ,Amoxicillin,Amoxicillin,Amoxicillin,,,32236.0,19/8/2018,
14.0,T22-ANIB ,Amoxicillin,Amoxicillin,Amoxicillin,,,35243.0,10/8/2018,
15.0,T22-OKT5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32237.0,19/8/2018,
16.0,T22-PLJO ,Amoxicillin,Starch,Suspicious,B,,34271.0,8/9/2018,
17.0,T22-LKJS ,Amoxicillin,Starch,Suspicious,B,,30158.0,30/8/2018,
18.0,T22-96TP ,Amoxicillin,Vitamin C,Suspicious,B,,34257.0,8/9/2018,
19.0,T22-F0F3 ,Amoxicillin,Vitamin C,Suspicious,B,,29948.0,1/9/2018,
20.0,T22-FEUX ,Amoxicillin,Vitamin C,Suspicious,B,,29951.0,2/9/2018,
21.0,T22-O51K ,Amoxicillin,Vitamin C,Suspicious,B,,35242.0,8/8/2018,
22.0,T22-V87D ,Amoxicillin,Vitamin C,Suspicious,B,,34256.0,8/9/2018,
23.0,T22-3HTW ,Amoxicillin,Vitamin C,Suspicious,B,,34270.0,8/9/2018,
24.0,T22-BNDE ,Amoxicillin,Lactose,Suspicious,B,,30149.0,3/9/2018,
25.0,T22-81EE ,Amoxicillin,Lactose,Suspicious,B,,34268.0,8/9/2018,
26.0,T22-8EIO ,Amoxicillin,Lactose,Suspicious,B,,32235.0,19/8/2018,
27.0,T22-YKLM ,Amoxicillin,Cellulose,Suspicious,B,,35111.0,8/8/2018,
28.0,T22-MZXB ,Amoxicillin,Cellulose,Suspicious,B,,29949.0,1/9/2018,
29.0,T22-0XJL ,Amoxicillin,Cellulose,Suspicious,B,,29950.0,2/9/2018,
30.0,T22-RHQQ ,Amoxicillin,Cellulose,Suspicious,B,,30167.0,19/8/2018,
31.0,T22-Y9CI ,Paracetamol,Paracetamol,Paracetamol,,,32980.0,9/9/2018,
32.0,T22-3MGE ,Paracetamol,Paracetamol,Paracetamol,,,29943.0,1/9/2018,
33.0,T22-B6QH ,Paracetamol,Paracetamol,Paracetamol,,,32991.0,9/9/2018,
34.0,T22-YFQI ,Paracetamol,Paracetamol,Paracetamol,,,32968.0,9/9/2018,
35.0,T22-3GSL ,Paracetamol,Paracetamol,Paracetamol,,,35226.0,9/9/2018,
36.0,T22-J4KC ,Paracetamol,Paracetamol,Suspicious,K,,32986.0,9/9/2018,
37.0,T22-ZDFT ,Paracetamol,Paracetamol,Paracetamol,,,30001.0,28/8/2018,
38.0,T22-RG9L ,Paracetamol,Paracetamol,Paracetamol,,,29940.0,29/8/2018,
39.0,T22-CXQC ,Paracetamol,Paracetamol,Paracetamol,,,32987.0,9/9/2018,
40.0,T22-CL0Y ,Paracetamol,Paracetamol,Paracetamol,,,30003.0,1/9/2018,
41.0,T22-QNEX ,Paracetamol,Paracetamol,Paracetamol,,,30080.0,14/8/2018,
42.0,T22-8AKY ,Paracetamol,Paracetamol,Paracetamol,,,30044.0,11/8/2018,
43.0,T22-C2OE ,Paracetamol,Paracetamol,Paracetamol,,,29404.0,11/8/2018,
44.0,T22-P2ZG ,Paracetamol,Paracetamol,Paracetamol,,,32990.0,9/9/2018,
45.0,T22-FME5 ,Paracetamol,Paracetamol,Paracetamol,,,32982.0,9/9/2018,
46.0,T22-1OWE ,Paracetamol,Paracetamol,Paracetamol,,,35224.0,9/9/2018,
47.0,T22-SFOU ,Paracetamol,Vitamin C,Suspicious,K,,30000.0,2/9/2018,
48.0,T22-1OUA ,Paracetamol,Vitamin C,Suspicious,K,,34276.0,9/9/2018,
49.0,T22-STCG ,Paracetamol,Vitamin C,Suspicious,K,,34274.0,9/9/2018,
50.0,T22-QYVU ,Paracetamol,Vitamin C,Suspicious,K,,30005.0,3/9/2018,
51.0,T22-1R3S ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34278.0,9/9/2018,
52.0,T22-WBP1 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35225.0,9/9/2018,
53.0,T22-Q11O ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,30002.0,4/9/2018,
54.0,T22-XBO3 ,Paracetamol,Lactose,Suspicious,K,,29942.0,4/9/2018,
55.0,T22-X7H4 ,Paracetamol,Lactose,Suspicious,K,,35056.0,10/8/2018,
56.0,T22-WPPO ,Paracetamol,Lactose,Suspicious,K,,29941.0,2/9/2018,
57.0,T22-8HB9 ,Paracetamol,Cellulose,Paracetamol,,,34272.0,9/9/2018,
58.0,T22-FHLY ,Paracetamol,Cellulose,Paracetamol,,,34275.0,9/9/2018,
59.0,T22-98FR ,Paracetamol,Cellulose,Suspicious,K,,34273.0,9/9/2018,
60.0,T22-K0UH ,Paracetamol,Cellulose,Suspicious,K,,30004.0,27/8/2018,
61.0,T22-KOMN ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30203.0,28/8/2018,
62.0,T22-DQ2K ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30438.0,3/9/2018,
63.0,T22-CFVD ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35407.0,10/9/2018,
64.0,T22-33WU ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35159.0,10/9/2018,
65.0,T22-T22N9 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30437.0,2/9/2018,
66.0,T22-RBNZ ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30011.0,3/9/2018,
67.0,T22-BY3A ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35122.0,10/9/2018,
68.0,T22-V0EO ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35158.0,10/9/2018,
69.0,T22-6YQY ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30435.0,29/8/2018,
70.0,T22-QY3Y ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30204.0,29/8/2018,
71.0,T22-IM0I ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30436.0,30/8/2018,
72.0,T22-ZWAN ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30439.0,29/8/2018,
73.0,T22-V8CT ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35120.0,10/9/2018,
74.0,T22-QEEG ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35124.0,10/9/2018,
75.0,T22-T13Q ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,30050.0,3/9/2018,
76.0,T22-WOY1 ,Benzyl Penicillin,Lactose,Suspicious,F,,35123.0,10/9/2018,
77.0,T22-HET22 ,Benzyl Penicillin,Lactose,Suspicious,F,,30201.0,3/9/2018,
78.0,T22-G271 ,Benzyl Penicillin,Starch,Suspicious,F,,35121.0,10/9/2018,
79.0,T22-NV7Y ,Benzyl Penicillin,Starch,Suspicious,F,,34279.0,10/9/2018,
80.0,T22-0I6Q ,Benzyl Penicillin,Starch,Suspicious,F,,30202.0,4/9/2018,
