Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T28-6I29 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35197.0,7/9/2018,
2.0,T28-KYE2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35266.0,7/9/2018,
3.0,T28-NNJQ ,Amoxicillin,Amoxicillin,Amoxicillin,,,35267.0,7/9/2018,
4.0,T28-DUWC ,Amoxicillin,Amoxicillin,Amoxicillin,,,35196.0,7/9/2018,
5.0,T28-SU2V ,Amoxicillin,Amoxicillin,Amoxicillin,,,35272.0,7/9/2018,
6.0,T28-POMQ ,Amoxicillin,Amoxicillin,Amoxicillin,,,35302.0,5/9/2018,
7.0,T28-J1FU ,Amoxicillin,Amoxicillin,Amoxicillin,,,35265.0,7/9/2018,
8.0,T28-BUKE ,Amoxicillin,Amoxicillin,Amoxicillin,,,35195.0,7/9/2018,
9.0,T28-C64D ,Amoxicillin,Amoxicillin,Amoxicillin,,,31912.0,14/8/2018,
10.0,T28-D5VI ,Amoxicillin,Amoxicillin,Amoxicillin,,,35274.0,7/9/2018,
11.0,T28-1TTC ,Amoxicillin,Amoxicillin,Amoxicillin,,,34365.0,8/9/2018,
12.0,T28-T5R9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35269.0,7/9/2018,
13.0,T28-4HTJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,32299.0,12/8/2018,
14.0,T28-CD5Z ,Amoxicillin,Amoxicillin,Amoxicillin,,,35303.0,5/9/2018,
15.0,T28-F44P ,Amoxicillin,Amoxicillin,Amoxicillin,,,34366.0,8/9/2018,
16.0,T28-CYDH ,Amoxicillin,Paracetamol Starch,Suspicious,B,Yes,35264.0,7/9/2018,
17.0,T28-YEDM ,Amoxicillin,Starch,Suspicious,B,Yes,35273.0,7/9/2018,
18.0,T28-CBGR ,Amoxicillin,Starch,Suspicious,B,Yes,35268.0,7/9/2018,
19.0,T28-DHUW ,Amoxicillin,Starch,Suspicious,B,Yes,35270.0,7/9/2018,
20.0,T28-H23F ,Amoxicillin,Lactose,Suspicious,B,,35493.0,12/8/2018,
21.0,T28-YN2R ,Amoxicillin,Cellulose,Suspicious,B,,35291.0,7/9/2018,
22.0,T28-PKGM ,Amoxicillin,Cellulose,Suspicious,B,,35194.0,7/9/2018,
23.0,T28-WP5O ,Amoxicillin,Vitamin C,Suspicious,B,,35292.0,7/9/2018,
24.0,T28-F6VU ,Amoxicillin,Vitamin C,Suspicious,B,,32040.0,15/8/2018,
25.0,T28-1HAN ,Amoxicillin,Vitamin C,Suspicious,B,,35290.0,7/9/2018,
26.0,T28-22VM ,Amoxicillin,Vitamin C,Suspicious,B,,31941.0,5/9/2018,
27.0,T28-OVJL ,Amoxicillin,Vitamin C,Suspicious,B,,34364.0,8/9/2018,
28.0,T28-XN84 ,Amoxicillin,Vitamin C,Suspicious,B,,35293.0,7/9/2018,
29.0,T28-EGZS ,Amoxicillin,Vitamin C,Suspicious,B,,35271.0,7/9/2018,
30.0,T28-N5O1 ,Amoxicillin,Vitamin C,Suspicious,B,,35289.0,7/9/2018,
31.0,T28-2J55 ,Paracetamol,Paracetamol,Paracetamol,,,32298.0,12/8/2018,
32.0,T28-5T0G ,Paracetamol,Paracetamol,Paracetamol,,,29827.0,14/8/2018,
33.0,T28-OK04 ,Paracetamol,Paracetamol,Paracetamol,,,32047.0,14/8/2018,
34.0,T28-CMFI ,Paracetamol,Paracetamol,Paracetamol,,,34321.0,8/9/2018,
35.0,T28-EA08 ,Paracetamol,Paracetamol,Paracetamol,,,30482.0,12/8/2018,
36.0,T28-BXJG ,Paracetamol,Paracetamol,Paracetamol,,,30495.0,12/8/2018,
37.0,T28-D68I ,Paracetamol,Paracetamol,Paracetamol,,,34313.0,8/9/2018,
38.0,T28-JJ0T ,Paracetamol,Paracetamol,Paracetamol,,,34315.0,8/9/2018,
39.0,T28-FCC7 ,Paracetamol,Paracetamol,Paracetamol,,,29839.0,12/8/2018,
40.0,T28-I3Q7 ,Paracetamol,Paracetamol,Paracetamol,,,34316.0,8/9/2018,
