Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T39-X3GW ,Amoxicillin,Amoxicillin,Amoxicillin,,,32619.0,20/9/2018,
2.0,T39-ODZR ,Amoxicillin,Amoxicillin,Amoxicillin,,,29680.0,11/8/2018,All lanes correspond
3.0,T39-6W6D ,Amoxicillin,Amoxicillin,Amoxicillin,,,32676.0,20/9/2018,
4.0,T39-PNDL ,Amoxicillin,Amoxicillin,Amoxicillin,,,32320.0,20/9/2018,
5.0,T39-TY8J ,Amoxicillin,Amoxicillin,Amoxicillin,,,33876.0,13/9/2018,
6.0,T39-STN1 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35425.0,13/9/2018,
7.0,T39-O0XN ,Amoxicillin,Amoxicillin,Amoxicillin,,,32519.0,11/8/2018,All lanes correspond
8.0,T39-RGBX ,Amoxicillin,Amoxicillin,Amoxicillin,,,33875.0,13/9/2018,
9.0,T39-YA11 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32517.0,11/8/2018,All lanes correspond
10.0,T39-UQ48 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32570.0,11/8/2018,All lanes correspond
11.0,T39-6NL7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32677.0,20/9/2018,
12.0,T39-W1O2 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32673.0,20/9/2018,
13.0,T39-8VST ,Amoxicillin,Amoxicillin,Amoxicillin,,,35426.0,13/9/2018,
14.0,T39-WAV5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35258.0,13/9/2018,
15.0,T39-0GU7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,32672.0,20/9/2018,
16.0,T39-R1NW ,Amoxicillin,Lactose,Suspicious,B,,35427.0,13/9/2018,
17.0,T39-3JPB ,Amoxicillin,Lactose,Suspicious,B,,32569.0,11/8/2018,"Lane B-yellow, Lane F-blue"
18.0,T39-DQ1V ,Amoxicillin,Lactose,Suspicious,B,,32518.0,11/8/2018,"Lane B-yellow, Lane F-blue"
19.0,T39-ODXM ,Amoxicillin,Lactose,Suspicious,B,,32568.0,11/8/2018,"Lane B-yellow, Lane F-blue"
20.0,T39-EBJO ,Amoxicillin,Lactose,Suspicious,B,,32583.0,11/8/2018,"Lane B-yellow, Lane F-blue"
21.0,T39-L4GT ,Amoxicillin,Paracetamol Starch,Suspicious,B,Yes,32571.0,11/8/2018,"Lane B-yellow, Lane F-blue, Lane K-brown, Lane J-black"
22.0,T39-TM90 ,Amoxicillin,Cellulose,Suspicious,B,,32695.0,20/9/2018,
23.0,T39-2TDR ,Amoxicillin,Vitamin C,Suspicious,B,,32516.0,11/8/2018,"Lane B-yellow, Lane F-blue"
24.0,T39-LZRG ,Amoxicillin,Vitamin C,Suspicious,B,,33878.0,13/9/2018,
25.0,T39-Q65T ,Amoxicillin,Vitamin C,Suspicious,B,,29682.0,11/8/2018,"Lane B-yellow, Lane F-blue"
26.0,T39-RAYG ,Amoxicillin,Vitamin C,Suspicious,B,,32582.0,11/8/2018,"Lane B-yellow, Lane F-blue"
27.0,T39-H94J ,Amoxicillin,Vitamin C,Suspicious,B,,33877.0,13/9/2018,
28.0,T39-GJPR ,Amoxicillin,Vitamin C,Suspicious,B,,33879.0,13/9/2018,
29.0,T39-PQQ7 ,Amoxicillin,Vitamin C,Suspicious,B,,29681.0,11/8/2018,"Lane B-yellow, Lane F-blue"
30.0,T39-XEML ,Amoxicillin,Vitamin C,Suspicious,B,,32691.0,20/9/2018,
31.0,T39-V977 ,Paracetamol,Paracetamol,Paracetamol,,,35326.0,22/8/2018,Lane K-brown
32.0,T39-9AJF ,Paracetamol,Paracetamol,Paracetamol,,,35897.0,16/9/2018,
33.0,T39-TBAN ,Paracetamol,Paracetamol,Paracetamol,,,33874.0,22/8/2018,Lane K-brown
34.0,T39-X4Y5 ,Paracetamol,Paracetamol,Paracetamol,,,30780.0,29/9/2018,
35.0,T39-DCCV ,Paracetamol,Paracetamol,Paracetamol,,,35898.0,16/9/2018,
36.0,T39-6KWA ,Paracetamol,Paracetamol,Paracetamol,,,35822.0,16/9/2018,
37.0,T39-MEVF ,Paracetamol,Paracetamol,Paracetamol,,,35325.0,22/8/2018,Lane K-brown
38.0,T39-IEE8 ,Paracetamol,Paracetamol,Paracetamol,,,30779.0,29/9/2018,
39.0,T39-AZY3 ,Paracetamol,Paracetamol,Paracetamol,,,30783.0,29/9/2018,
40.0,T39-93XK ,Paracetamol,Paracetamol,Paracetamol,,,30786.0,29/9/2018,
41.0,T39-35TR ,Paracetamol,Paracetamol,Paracetamol,,,35899.0,16/9/2018,
