Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T29-AC69 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34220.0,21/8/2018,
2.0,T29-JNLB ,Amoxicillin,Amoxicillin,Amoxicillin,,,34232.0,21/8/2018,
3.0,T29-NI8Y ,Amoxicillin,Amoxicillin,Amoxicillin,,,34221.0,21/8/2018,
4.0,T29-WDUM ,Amoxicillin,Amoxicillin,Amoxicillin,,,34181.0,31/8/2018,
5.0,T29-FX47 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34170.0,3/9/2018,
6.0,T29-0S56 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34179.0,3/9/2018,
7.0,T29-LW38 ,Amoxicillin,Amoxicillin,Amoxicillin,,,31778.0,12/9/2018,
8.0,T29-SO8W ,Amoxicillin,Amoxicillin,Amoxicillin,,,34177.0,3/9/2018,
9.0,T29-Z1I4 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34168.0,3/9/2018,
10.0,T29-JOZW ,Amoxicillin,Amoxicillin,Amoxicillin,,,34231.0,21/8/2018,
11.0,T29-AHJY ,Amoxicillin,Amoxicillin,Amoxicillin,,,34180.0,31/8/2018,
12.0,T29-KPMQ ,Amoxicillin,Amoxicillin,Suspicious,B,,34189.0,31/8/2018,
13.0,T29-71EF ,Amoxicillin,Amoxicillin,Amoxicillin,,,34222.0,21/8/2018,
14.0,T29-KQ74 ,Amoxicillin,Amoxicillin,Amoxicillin,,,31779.0,12/9/2018,
15.0,T29-38XF ,Amoxicillin,Amoxicillin,Amoxicillin,,,34167.0,31/8/2018,
16.0,T29-V7US ,Amoxicillin,Lactose,Suspicious,B,,34166.0,31/8/2018,
17.0,T29-QH6Y ,Amoxicillin,Lactose,Suspicious,B,,34175.0,3/9/2018,
18.0,T29-U1ZB ,Amoxicillin,Vitamin C,Suspicious,B,,34174.0,3/9/2018,
19.0,T29-WKBJ ,Amoxicillin,Vitamin C,Suspicious,B,,34224.0,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
20.0,T29-3ZOA ,Amoxicillin,Vitamin C,Suspicious,B,,34172.0,3/9/2018,
21.0,T29-VD2E ,Amoxicillin,Vitamin C,Suspicious,B,,34173.0,3/9/2018,
22.0,T29-ESOD ,Amoxicillin,Vitamin C,Suspicious,B,,34225.0,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
23.0,T29-4K2G ,Amoxicillin,Vitamin C,Suspicious,B,,34226.0,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
24.0,T29-LBT5 ,Amoxicillin,Starch,Suspicious,B,Yes,34230.0,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
25.0,T29-KCXX ,Amoxicillin,Starch,Suspicious,B,Yes,34182.0,31/8/2018,
26.0,T29-OTNL ,Amoxicillin,Starch,Suspicious,B,Yes,34219.0,21/8/2018,Lane J black
27.0,T29-DE85 ,Amoxicillin,Cellulose,Suspicious,B,,34176.0,3/9/2018,
28.0,T29-8IYD ,Amoxicillin,Cellulose,Suspicious,B,,34171.0,3/9/2018,
29.0,T29-K3VC ,Amoxicillin,Cellulose,Suspicious,B,,34169.0,3/9/2018,
30.0,T29-66YC ,Amoxicillin,Cellulose,Suspicious,B,,34223.0,21/8/2018,"Lane B-yellow, Lane F-blue at top, Lane K-orange"
31.0,T29-FN3U ,Paracetamol,Paracetamol,Paracetamol,,,30299.0,4/9/2018,
