Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T36-7JE5 ,Amoxicillin,Amoxicillin,Suspicious,B,,33854.0,4/9/2018,
2.0,T36-I7K1 ,Amoxicillin,Amoxicillin,Amoxicillin,,,33842.0,6/9/2018,
3.0,T36-AYOA ,Amoxicillin,Amoxicillin,Amoxicillin,,,33845.0,5/9/2018,
4.0,T36-QMB9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,33679.0,23/9/2018,
5.0,T36-UBEA ,Amoxicillin,Amoxicillin,Amoxicillin,,,33649.0,23/9/2018,
6.0,T36-4ADX ,Amoxicillin,Amoxicillin,Suspicious,,,32009.0,22/9/2018,
7.0,T36-WILL ,Amoxicillin,Amoxicillin,Amoxicillin,,,32877.0,6/9/2018,
8.0,T36-QB8Y ,Amoxicillin,Amoxicillin,Amoxicillin,,,34651.0,17/8/2018,"Green in B and F, brown in K"
9.0,T36-QQ8A ,Amoxicillin,Amoxicillin,Amoxicillin,,,34649.0,17/8/2018,"Green in B and F, brown in K"
10.0,T36-13VN ,Amoxicillin,Amoxicillin,Amoxicillin,,,32499.0,4/9/2018,
11.0,T36-R6C3 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34643.0,16/8/2018,Green in B and F and brown in K
12.0,T36-6LUJ ,Amoxicillin,Amoxicillin,Suspicious,,,32013.0,20/9/2018,
13.0,T36-F92L ,Amoxicillin,Amoxicillin,Amoxicillin,,,33840.0,5/9/2018,
14.0,T36-EO8H ,Amoxicillin,Amoxicillin,Suspicious,,,32010.0,22/9/2018,
15.0,T36-WIO9 ,Amoxicillin,Amoxicillin,Suspicious,,,31998.0,22/9/2018,
16.0,T36-4U1M ,Amoxicillin,Starch,Suspicious,B,Yes,33677.0,23/9/2018,
17.0,T36-BVL5 ,Amoxicillin,Starch,Suspicious,B,Yes,34647.0,16/8/2018,No green in B and F and brown in K
18.0,T36-M62F ,Amoxicillin,Cellulose,Suspicious,B,,33647.0,20/9/2018,
19.0,T36-A0E0 ,Amoxicillin,Lactose,Suspicious,B,,34650.0,17/8/2018,No green in B and F
20.0,T36-CE2D ,Amoxicillin,Lactose,Suspicious,B,,33849.0,4/9/2018,
21.0,T36-JE1E ,Amoxicillin,Lactose,Suspicious,B,,33859.0,4/9/2018,
22.0,T36-DLLW ,Amoxicillin,Lactose,Suspicious,B,,33852.0,4/9/2018,
23.0,T36-0V1R ,Amoxicillin,Vitamin C,Suspicious,B,,35350.0,19/8/2018,No green in B and F and brown in K
24.0,T36-3SX3 ,Amoxicillin,Vitamin C,Suspicious,B,,35338.0,19/8/2018,No green in B and F
25.0,T36-IGT0 ,Amoxicillin,Vitamin C,Suspicious,B,,32884.0,9/9/2018,
26.0,T36-UAHT ,Amoxicillin,Vitamin C,Suspicious,B,,33654.0,23/9/2018,
27.0,T36-ZT2Y ,Amoxicillin,Vitamin C,Suspicious,B,,33657.0,23/9/2018,
28.0,T36-P0YI ,Amoxicillin,Vitamin C,Suspicious,B,,35340.0,19/8/2018,No correct colors
29.0,T36-CRJY ,Amoxicillin,Vitamin C,Suspicious,B,,32883.0,9/9/2018,
30.0,T36-RBKB ,Amoxicillin,Vitamin C,Suspicious,B,,32882.0,9/9/2018,
31.0,T36-HCR1 ,Paracetamol,Paracetamol,Paracetamol,,,34644.0,17/8/2018,Brown in K
32.0,T36-VISX ,Paracetamol,Paracetamol,Paracetamol,,,32005.0,22/9/2018,
33.0,T36-RJGZ ,Paracetamol,Paracetamol,Paracetamol,,,35372.0,19/8/2018,Brown in K
34.0,T36-WXZO ,Paracetamol,Paracetamol,Paracetamol,,,32496.0,6/9/2018,
35.0,T36-9AJB ,Paracetamol,Paracetamol,Suspicious,K,,33828.0,4/9/2018,
36.0,T36-7B06 ,Paracetamol,Paracetamol,Paracetamol,,,32498.0,4/9/2018,
37.0,T36-MY82 ,Paracetamol,Paracetamol,Paracetamol,,,33833.0,4/9/2018,
38.0,T36-HEAG ,Paracetamol,Paracetamol,Paracetamol,,,35369.0,19/8/2018,Brown in K
39.0,T36-3Q1V ,Paracetamol,Paracetamol,Paracetamol,,,32414.0,6/9/2018,
40.0,T36-XL7V ,Paracetamol,Paracetamol,Paracetamol,,,33826.0,5/9/2018,
41.0,T36-J3S6 ,Paracetamol,Paracetamol,Paracetamol,,,34653.0,17/8/2018,Brown in K
42.0,T36-MPEI ,Paracetamol,Paracetamol,Paracetamol,,,32497.0,6/9/2018,
43.0,T36-LYSC ,Paracetamol,Paracetamol,Paracetamol,,,33680.0,23/9/2018,
44.0,T36-TBTB ,Paracetamol,Paracetamol,Paracetamol,,,35368.0,19/8/2018,Brown in K
45.0,T36-G3GF ,Paracetamol,Paracetamol,Suspicious,K,,32001.0,20/9/2018,
46.0,T36-NT29 ,Paracetamol,Paracetamol,Suspicious,K,,32032.0,22/9/2018,
47.0,T36-K9P2 ,Paracetamol,Lactose,Suspicious,K,,34788.0,16/8/2018,No brown in K
48.0,T36-FHLI ,Paracetamol,Lactose,Suspicious,K,,32003.0,22/9/2018,
49.0,T36-9Z5S ,Paracetamol,Lactose,Suspicious,K,,33851.0,4/9/2018,
50.0,T36-KXWU ,Paracetamol,Lactose,Suspicious,K,,33829.0,4/9/2018,
51.0,T36-E7ND ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,35370.0,19/8/2018,Brown in K
52.0,T36-E4TX ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,32879.0,6/9/2018,
53.0,T36-PSAL ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,33850.0,4/9/2018,
54.0,T36-2IA9 ,Paracetamol,Vitamin C,Suspicious,K,,33673.0,23/9/2018,
55.0,T36-9WK3 ,Paracetamol,Vitamin C,Suspicious,K,,32501.0,4/9/2018,
