Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T27-A0TC ,Amoxicillin,Amoxicillin,Amoxicillin,,,29771.0,3/9/2018,
2.0,T27-NIEO ,Amoxicillin,Amoxicillin,Amoxicillin,,,30128.0,17/9/2018,
3.0,T27-QZML ,Amoxicillin,Amoxicillin,Amoxicillin,,,35857.0,15/9/2018,
4.0,T27-P5Y6 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35862.0,15/9/2018,
5.0,T27-3IVY ,Amoxicillin,Amoxicillin,Amoxicillin,,,30078.0,21/8/2018,
6.0,T27-027S ,Amoxicillin,Amoxicillin,Amoxicillin,,,29872.0,16/9/2018,
7.0,T27-O7I9 ,Amoxicillin,Amoxicillin,Amoxicillin,,,31737.0,22/8/2018,
8.0,T27-GMI0 ,Amoxicillin,Amoxicillin,Amoxicillin,,,30270.0,21/8/2018,
9.0,T27-PXGC ,Amoxicillin,Amoxicillin,Amoxicillin,,,31738.0,21/8/2018,
10.0,T27-67FG ,Amoxicillin,Amoxicillin,Amoxicillin,,,29796.0,3/9/2018,
11.0,T27-6UCD ,Amoxicillin,Amoxicillin,Amoxicillin,,,29795.0,3/9/2018,
12.0,T27-1MD5 ,Amoxicillin,Amoxicillin,Amoxicillin,,,35856.0,15/9/2018,
13.0,T27-BFPG ,Amoxicillin,Amoxicillin,Amoxicillin,,,30056.0,21/8/2018,
14.0,T27-ZQRW ,Amoxicillin,Amoxicillin,Amoxicillin,,,36303.0,4/9/2018,
15.0,T27-SG7M ,Amoxicillin,Amoxicillin,Amoxicillin,,,29793.0,3/9/2018,
16.0,T27-WZPO ,Amoxicillin,Lactose,Suspicious,B,,29805.0,3/9/2018,
17.0,T27-QDTC ,Amoxicillin,Starch,Suspicious,B,Yes,35865.0,16/9/2018,
18.0,T27-630D ,Amoxicillin,Vitamin C,Suspicious,B,,31742.0,21/8/2018,
19.0,T27-Y5IF ,Amoxicillin,Vitamin C,Suspicious,B,,31945.0,21/8/2018,
20.0,T27-LNJW ,Amoxicillin,Vitamin C,Suspicious,B,,31944.0,21/8/2018,
21.0,T27-Y9D0 ,Amoxicillin,Vitamin C,Suspicious,B,,31741.0,21/8/2018,
22.0,T27-JVCM ,Amoxicillin,Vitamin C,Suspicious,B,,29721.0,17/9/2018,
23.0,T27-IBIL ,Amoxicillin,Vitamin C,Suspicious,B,,29988.0,17/9/2018,
24.0,T27-W747 ,Amoxicillin,Vitamin C,Suspicious,B,,31743.0,21/8/2018,
25.0,T27-O9F9 ,Amoxicillin,Vitamin C,Suspicious,B,,29723.0,17/9/2018,
26.0,T27-AMEV ,Amoxicillin,Vitamin C,Suspicious,B,,29987.0,17/9/2018,
27.0,T27-6R1Z ,Amoxicillin,Vitamin C,Suspicious,B,,29720.0,17/9/2018,
28.0,T27-RC5R ,Amoxicillin,Vitamin C,Suspicious,B,,36328.0,6/9/2018,
29.0,T27-EO8U ,Amoxicillin,Cellulose,Suspicious,B,,29722.0,17/9/2018,
30.0,T27-CC6G ,Amoxicillin,Cellulose,Suspicious,B,,29991.0,17/9/2018,
31.0,T27-RVAM ,Paracetamol,Paracetamol,Paracetamol,,,35866.0,16/9/2018,
32.0,T27-JTNZ ,Paracetamol,Paracetamol,Paracetamol,,,29919.0,21/8/2018,
33.0,T27-8VR4 ,Paracetamol,Paracetamol,Paracetamol,,,35886.0,16/9/2018,
34.0,T27-BJLS ,Paracetamol,Paracetamol,Paracetamol,,,35881.0,16/9/2018,
35.0,T27-VHBR ,Paracetamol,Paracetamol,Paracetamol,,,29876.0,16/9/2018,
36.0,T27-62GY ,Paracetamol,Paracetamol,Paracetamol,,,35859.0,15/9/2018,
37.0,T27-6JZW ,Paracetamol,Paracetamol,Paracetamol,,,35861.0,15/9/2018,
38.0,T27-J81S ,Paracetamol,Paracetamol,Paracetamol,,,35872.0,16/9/2018,
39.0,T27-PD84 ,Paracetamol,Paracetamol,Paracetamol,,,35867.0,16/9/2018,
40.0,T27-ZANE ,Paracetamol,Paracetamol,Paracetamol,,,35852.0,15/9/2018,
41.0,T27-Y09B ,Paracetamol,Paracetamol,Paracetamol,,,36334.0,6/9/2018,
42.0,T27-POR4 ,Paracetamol,Paracetamol,Paracetamol,,,35875.0,16/9/2018,
43.0,T27-W47K ,Paracetamol,Paracetamol,Paracetamol,,,35880.0,16/9/2018,
44.0,T27-H85A ,Paracetamol,Paracetamol,Paracetamol,,,30079.0,21/8/2018,
45.0,T27-81GH ,Paracetamol,Paracetamol,Paracetamol,,,30124.0,16/9/2018,
46.0,T27-ERPF ,Paracetamol,Paracetamol,Paracetamol,,,29873.0,16/9/2018,
47.0,T27-7M92 ,Paracetamol,Paracetamol,Paracetamol,,,29932.0,21/8/2018,
48.0,T27-9030 ,Paracetamol,Lactose,Paracetamol,,,35858.0,15/9/2018,
49.0,T27-CK59 ,Paracetamol,Lactose,Paracetamol,,,35860.0,15/9/2018,
50.0,T27-6AF2 ,Paracetamol,Lactose,Paracetamol,,,30130.0,16/9/2018,
51.0,T27-UHF7 ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,30121.0,16/9/2018,
52.0,T27-23XX ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,30131.0,16/9/2018,
53.0,T27-FQII ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,30059.0,21/8/2018,
54.0,T27-XC5K ,Paracetamol,Starch,Paracetamol Starch,,Yes,36295.0,6/9/2018,
55.0,T27-HVPF ,Paracetamol,Vitamin C,Paracetamol,,,29727.0,17/9/2018,
56.0,T27-U2GC ,Paracetamol,Vitamin C,Paracetamol,,,29917.0,21/8/2018,
57.0,T27-ZU5B ,Paracetamol,Vitamin C,Paracetamol,,,29726.0,17/9/2018,
58.0,T27-V9CG ,Paracetamol,Vitamin C,Paracetamol,,,36294.0,6/9/2018,
59.0,T27-SL47 ,Paracetamol,Vitamin C,Paracetamol,,,30557.0,24/9/2018,
60.0,T27-MHOP ,Paracetamol,Cellulose,Paracetamol,,,29989.0,17/9/2018,
61.0,T27-P5NG ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35863.0,15/9/2018,
62.0,T27-3R0E ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35853.0,15/9/2018,
63.0,T27-KG4H ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,36301.0,4/9/2018,
64.0,T27-REHA ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35885.0,16/9/2018,
65.0,T27-0R3X ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35519.0,3/9/2018,
66.0,T27-VULO ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35528.0,4/9/2018,
67.0,T27-CRDS ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,35873.0,16/9/2018,
