Analyst,Sample ID,Labelled As,Actual Identity,Identified As,Suspicious Because of Lanes,Starch Present?,PAD #,Date Analyzed,Comments
1.0,T37-0X8E ,Amoxicillin,Amoxicillin,Amoxicillin,,,34385.0,2/9/2018,
2.0,T37-2CZN ,Amoxicillin,Amoxicillin,Amoxicillin,,,34384.0,2/9/2018,
3.0,T37-AKCK ,Amoxicillin,Amoxicillin,Amoxicillin,,,34963.0,2/9/2018,
4.0,T37-EHER ,Amoxicillin,Amoxicillin,Amoxicillin,,,33615.0,18/8/2018,
5.0,T37-5MPF ,Amoxicillin,Amoxicillin,Amoxicillin,,,34281.0,8/9/2018,
6.0,T37-P53Z ,Amoxicillin,Amoxicillin,Amoxicillin,,,34282.0,8/9/2018,
7.0,T37-02PH ,Amoxicillin,Amoxicillin,Amoxicillin,,,34460.0,18/8/2018,
8.0,T37-JWQ3 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34283.0,8/9/2018,
9.0,T37-O8T0 ,Amoxicillin,Amoxicillin,Amoxicillin,,,33617.0,18/8/2018,
10.0,T37-G519 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34629.0,2/9/2018,
11.0,T37-F0AR ,Amoxicillin,Amoxicillin,Amoxicillin,,,34624.0,2/9/2018,
12.0,T37-EKP7 ,Amoxicillin,Amoxicillin,Amoxicillin,,,34631.0,2/9/2018,
13.0,T37-FREG ,Amoxicillin,Amoxicillin,Amoxicillin,,,33618.0,18/8/2018,
14.0,T37-B7LR ,Amoxicillin,Amoxicillin,Amoxicillin,,,33612.0,18/8/2018,
15.0,T37-6KPJ ,Amoxicillin,Amoxicillin,Amoxicillin,,,34280.0,8/9/2018,
16.0,T37-AKAI ,Amoxicillin,Lactose,Suspicious,B,,34477.0,18/8/2018,
17.0,T37-UUEA ,Amoxicillin,Lactose,Suspicious,B,,33620.0,18/8/2018,
18.0,T37-CRG2 ,Amoxicillin,Lactose,Suspicious,B,,33613.0,18/8/2018,
19.0,T37-6D5L ,Amoxicillin,Starch,Suspicious,B,,34287.0,8/9/2018,
20.0,T37-5AIS ,Amoxicillin,Starch,Suspicious,B,,34286.0,8/9/2018,
21.0,T37-Y1G3 ,Amoxicillin,Starch,Suspicious,B,Yes,34386.0,2/9/2018,
22.0,T37-AS3S ,Amoxicillin,Starch,Suspicious,B,Yes,34625.0,2/9/2018,
23.0,T37-U72Q ,Amoxicillin,Cellulose,Suspicious,B,,34461.0,2/9/2018,
24.0,T37-4NA1 ,Amoxicillin,Vitamin C,Suspicious,B,,34476.0,18/8/2018,
25.0,T37-YG61 ,Amoxicillin,Vitamin C,Suspicious,B,,33621.0,18/8/2018,
26.0,T37-C3B0 ,Amoxicillin,Vitamin C,Suspicious,B,,33614.0,18/8/2018,
27.0,T37-OA4F ,Amoxicillin,Vitamin C,Suspicious,B,,33619.0,18/8/2018,
28.0,T37-EQ9J ,Amoxicillin,Vitamin C,Suspicious,B,,33616.0,18/8/2018,
29.0,T37-HCS5 ,Amoxicillin,Vitamin C,Suspicious,B,,34387.0,2/9/2018,
30.0,T37-AKHD ,Amoxicillin,Vitamin C,Suspicious,B,,34626.0,2/9/2018,
31.0,T37-Z7OC ,Paracetamol,Paracetamol,Paracetamol,,,34412.0,19/8/2018,
32.0,T37-677F ,Paracetamol,Paracetamol,Paracetamol,,,35609.0,5/9/2018,
33.0,T37-PM0J ,Paracetamol,Paracetamol,Suspicious,K,,34409.0,19/8/2018,
34.0,T37-N260 ,Paracetamol,Paracetamol,Suspicious,K,,34410.0,19/8/2018,
35.0,T37-JRZX ,Paracetamol,Paracetamol,Paracetamol,,,35726.0,3/9/2018,
36.0,T37-YMCL ,Paracetamol,Paracetamol,Paracetamol,,,34414.0,19/8/2018,
37.0,T37-CKT5 ,Paracetamol,Paracetamol,Paracetamol,,,35725.0,3/9/2018,
38.0,T37-W1OC ,Paracetamol,Paracetamol,Paracetamol,,,34408.0,19/8/2018,
39.0,T37-54MU ,Paracetamol,Paracetamol,Paracetamol,,,35662.0,3/9/2018,
40.0,T37-PIOL ,Paracetamol,Paracetamol,Suspicious,K,,35607.0,3/9/2018,
41.0,T37-7A41 ,Paracetamol,Paracetamol,Paracetamol,,,34478.0,19/8/2018,
42.0,T37-XVD0 ,Paracetamol,Paracetamol,Suspicious,K,,34415.0,19/8/2018,
43.0,T37-6JXI ,Paracetamol,Paracetamol,Paracetamol,,,35661.0,3/9/2018,
44.0,T37-ZX0T ,Paracetamol,Paracetamol,Paracetamol,,,34627.0,19/8/2018,
45.0,T37-5R6Y ,Paracetamol,Paracetamol,Paracetamol,,,34118.0,8/9/2018,
46.0,T37-8YEF ,Paracetamol,Starch,Suspicious,K,Yes,34413.0,19/8/2018,
47.0,T37-DUJD ,Paracetamol,Starch,Paracetamol Starch,,Yes,34411.0,19/8/2018,
48.0,T37-IG8U ,Paracetamol,Starch,Paracetamol Starch,,Yes,35725.0,3/9/2018,
49.0,T37-N5B5 ,Paracetamol,Starch,Suspicious,K,Yes,35725.0,3/9/2018,
50.0,T37-4TR8 ,Paracetamol,Lactose,Paracetamol,,,35660.0,3/9/2018,
51.0,T37-MKFA ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34113.0,8/9/2018,
52.0,T37-17CJ ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34479.0,19/8/2018,
53.0,T37-GCTD ,Paracetamol,Paracetamol Starch,Paracetamol Starch,,Yes,34115.0,8/9/2018,
54.0,T37-U2T8 ,Paracetamol,Vitamin C,Paracetamol,,,35652.0,3/9/2018,
55.0,T37-PC7D ,Paracetamol,Vitamin C,Paracetamol,,,35608.0,3/9/2018,
56.0,T37-CY0F ,Paracetamol,Vitamin C,Paracetamol,,,34284.0,8/9/2018,
57.0,T37-WQ1X ,Paracetamol,Vitamin C,Paracetamol,,,34112.0,8/9/2018,
58.0,T37-DPG3 ,Paracetamol,Vitamin C,Paracetamol,,,35727.0,3/9/2018,
59.0,T37-47SN ,Paracetamol,Cellulose,Paracetamol,,,34117.0,8/9/2018,
60.0,T37-X5XG ,Paracetamol,Cellulose,Paracetamol,,,35653.0,3/9/2018,
61.0,T37-RE8Q ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34546.0,8/9/2018,
62.0,T37-J999 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34547.0,8/9/2018,
63.0,T37-PJH5 ,Benzyl Penicillin,Benzyl Penicillin,Benzyl Penicillin,,,34688.0,20/8/2018,
